"sn","date","branch","pizza_sold","category","price","quantity","timevalue","time_range","total_sales"
1472,"2015-12-08","Ibadan","Hot Veggie","Vegetable","4000",1,"08:39:37","Morning to Afternoon","4000"
1473,"2015-12-12","Surulere","Extravaganza","Pepperoni/Beef","2000",5,"08:39:37","Morning to Afternoon","10000"
1474,"2015-12-08","Surulere","Meatzaa","Beef","2000",2,"08:39:38","Morning to Afternoon","4000"
1475,"2015-12-03","Ibadan","Italiano","Tomato/Cheese","3000",3,"08:39:39","Morning to Afternoon","9000"
1476,"2015-12-04","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",3,"08:39:41","Morning to Afternoon","9000"
1477,"2015-12-10","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",4,"08:39:41","Morning to Afternoon","12000"
1478,"2015-12-15","Ikoyi","Veggie Supreme","Vegetable","3000",3,"08:39:42","Morning to Afternoon","9000"
1479,"2015-12-14","Gbagada","Extravaganza","Pepperoni/Beef","2000",2,"08:39:42","Morning to Afternoon","4000"
1480,"2015-12-05","Ikoyi","Pepperoni Feast","Salami","4000",4,"08:39:42","Morning to Afternoon","16000"
1481,"2015-12-06","Lekki","Chicken Legend","Chicken","2000",1,"08:39:45","Morning to Afternoon","2000"
1482,"2015-12-09","Lekki","Italiano","Tomato/Cheese","3000",5,"08:39:47","Morning to Afternoon","15000"
1483,"2015-12-05","Gbagada","Veggie Supreme","Vegetable","3000",3,"08:39:48","Morning to Afternoon","9000"
1484,"2015-12-07","Ibadan","Chicken Legend","Chicken","2000",4,"08:39:54","Morning to Afternoon","8000"
1485,"2015-12-15","Surulere","Chicken Legend","Chicken","2000",3,"08:39:56","Morning to Afternoon","6000"
1486,"2015-12-09","Ibadan","Hot Veggie","Vegetable","4000",1,"08:39:57","Morning to Afternoon","4000"
1487,"2015-12-10","Surulere","Chicken Bali","Chicken","2000",4,"08:39:57","Morning to Afternoon","8000"
1488,"2015-12-09","Surulere","BBQ Chicken","Chicken","4000",3,"08:39:59","Morning to Afternoon","12000"
1489,"2015-12-12","Gbagada","Chicken Bali","Chicken","2000",1,"08:40:02","Morning to Afternoon","2000"
1490,"2015-12-12","Gbagada","Italiano","Tomato/Cheese","3000",1,"08:40:04","Morning to Afternoon","3000"
1491,"2015-12-03","Surulere","Pepperoni Feast","Salami","4000",4,"08:40:05","Morning to Afternoon","16000"
1492,"2015-12-12","Lekki","Chicken Bali","Chicken","2000",4,"08:40:07","Morning to Afternoon","8000"
1493,"2015-12-15","Ikoyi","BBQ Philly Steak","Beef","4000",2,"08:40:07","Morning to Afternoon","8000"
1494,"2015-12-10","Lekki","Chicken Suya","Chicken","4000",3,"08:40:09","Morning to Afternoon","12000"
1495,"2015-12-12","Lekki","Chicken Suya","Chicken","4000",1,"08:40:11","Morning to Afternoon","4000"
1496,"2015-12-04","Ikoyi","Hot Pepperoni Feast","Salami","4000",1,"08:40:11","Morning to Afternoon","4000"
1497,"2015-12-07","Ibadan","Hot Veggie","Vegetable","4000",2,"08:40:15","Morning to Afternoon","8000"
1498,"2015-12-13","Gbagada","Hot Veggie","Vegetable","4000",2,"08:40:18","Morning to Afternoon","8000"
1499,"2015-12-12","Ibadan","Extravaganza","Pepperoni/Beef","2000",4,"08:40:23","Morning to Afternoon","8000"
1500,"2015-12-15","Lekki","Hot Pepperoni Feast","Salami","4000",3,"08:40:23","Morning to Afternoon","12000"
1501,"2015-12-04","Gbagada","Meatzaa","Beef","2000",1,"08:40:24","Morning to Afternoon","2000"
1502,"2015-12-09","Surulere","Chicken Bali","Chicken","2000",1,"08:40:26","Morning to Afternoon","2000"
1503,"2015-12-12","Lekki","Chicken Legend","Chicken","2000",2,"08:40:27","Morning to Afternoon","4000"
1504,"2015-12-04","Lekki","Margarita","Vegetable","4000",4,"08:40:27","Morning to Afternoon","16000"
1505,"2015-12-06","Ibadan","BBQ Philly Steak","Beef","4000",1,"08:40:30","Morning to Afternoon","4000"
1506,"2015-12-05","Ikoyi","Hot Veggie","Vegetable","4000",5,"08:40:31","Morning to Afternoon","20000"
1507,"2015-12-09","Ikoyi","Pepperoni Feast","Salami","4000",2,"08:40:31","Morning to Afternoon","8000"
1508,"2015-12-03","Ibadan","BBQ Chicken","Chicken","4000",3,"08:40:31","Morning to Afternoon","12000"
1509,"2015-12-08","Lekki","Margarita","Vegetable","4000",2,"08:40:34","Morning to Afternoon","8000"
1510,"2015-12-12","Surulere","Chicken Legend","Chicken","2000",3,"08:40:38","Morning to Afternoon","6000"
1511,"2015-12-15","Gbagada","BBQ Chicken","Chicken","4000",1,"08:40:38","Morning to Afternoon","4000"
1512,"2015-12-07","Lekki","Veggie Supreme","Vegetable","3000",4,"08:40:42","Morning to Afternoon","12000"
1513,"2015-12-07","Gbagada","Margarita","Vegetable","4000",5,"08:40:42","Morning to Afternoon","20000"
1514,"2015-12-14","Lekki","Hot Veggie","Vegetable","4000",3,"08:40:43","Morning to Afternoon","12000"
1515,"2015-12-15","Lekki","Hot Veggie","Vegetable","4000",4,"08:40:46","Morning to Afternoon","16000"
1516,"2015-12-07","Ibadan","Hot Pepperoni Feast","Salami","4000",5,"08:40:47","Morning to Afternoon","20000"
1517,"2015-12-08","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",1,"08:40:51","Morning to Afternoon","3000"
1518,"2015-12-06","Lekki","Pepperoni Feast","Salami","4000",2,"08:40:51","Morning to Afternoon","8000"
1519,"2015-12-15","Surulere","Chicken Feast","Chicken","2000",4,"08:40:53","Morning to Afternoon","8000"
1520,"2015-12-12","Ikoyi","Meatzaa","Beef","2000",1,"08:40:54","Morning to Afternoon","2000"
1521,"2015-12-10","Surulere","Chicken Suya","Chicken","4000",5,"08:40:55","Morning to Afternoon","20000"
1522,"2015-12-09","Gbagada","Chicken Bali","Chicken","2000",5,"08:40:55","Morning to Afternoon","10000"
1523,"2015-12-12","Lekki","Italiano","Tomato/Cheese","3000",3,"08:40:57","Morning to Afternoon","9000"
1524,"2015-12-15","Surulere","Margarita","Vegetable","4000",1,"08:41:02","Morning to Afternoon","4000"
1525,"2015-12-06","Surulere","Extravaganza","Pepperoni/Beef","2000",4,"08:41:02","Morning to Afternoon","8000"
1526,"2015-12-09","Gbagada","Beef Suya","Beef","3000",3,"08:41:03","Morning to Afternoon","9000"
1527,"2015-12-04","Surulere","Beef Suya","Beef","3000",5,"08:41:03","Morning to Afternoon","15000"
1528,"2015-12-13","Lekki","Beef Suya","Beef","3000",4,"08:41:07","Morning to Afternoon","12000"
1529,"2015-12-12","Surulere","BBQ Philly Steak","Beef","4000",5,"08:41:08","Morning to Afternoon","20000"
1530,"2015-12-14","Gbagada","Chicken Suya","Chicken","4000",2,"08:41:09","Morning to Afternoon","8000"
1531,"2015-12-05","Ikoyi","Chicken Legend","Chicken","2000",5,"08:41:10","Morning to Afternoon","10000"
1532,"2015-12-09","Gbagada","Chicken Legend","Chicken","2000",2,"08:41:11","Morning to Afternoon","4000"
1534,"2015-12-07","Gbagada","Chicken Bali","Chicken","2000",4,"08:41:13","Morning to Afternoon","8000"
1535,"2015-12-06","Ibadan","Chicken Bali","Chicken","2000",3,"08:41:16","Morning to Afternoon","6000"
1536,"2015-12-11","Ibadan","Margarita","Vegetable","4000",2,"08:41:17","Morning to Afternoon","8000"
1537,"2015-12-12","Ikoyi","BBQ Chicken","Chicken","4000",1,"08:41:21","Morning to Afternoon","4000"
1538,"2015-12-03","Ibadan","Veggie Supreme","Vegetable","3000",4,"08:41:22","Morning to Afternoon","12000"
1539,"2015-12-11","Surulere","Veggie Supreme","Vegetable","3000",2,"08:41:22","Morning to Afternoon","6000"
1540,"2015-12-09","Gbagada","Hot Veggie","Vegetable","4000",5,"08:41:23","Morning to Afternoon","20000"
1541,"2015-12-10","Lekki","BBQ Chicken","Chicken","4000",4,"08:41:23","Morning to Afternoon","16000"
1542,"2015-12-05","Ikoyi","BBQ Chicken","Chicken","4000",1,"08:41:23","Morning to Afternoon","4000"
1543,"2015-12-08","Lekki","Hot Pepperoni Feast","Salami","4000",3,"08:41:23","Morning to Afternoon","12000"
1544,"2015-12-05","Lekki","BBQ Chicken","Chicken","4000",4,"08:41:27","Morning to Afternoon","16000"
1545,"2015-12-13","Lekki","BBQ Philly Steak","Beef","4000",2,"08:41:28","Morning to Afternoon","8000"
1546,"2015-12-10","Lekki","Chicken Feast","Chicken","2000",2,"08:41:32","Morning to Afternoon","4000"
1547,"2015-12-09","Ibadan","Chicken Feast","Chicken","2000",5,"08:41:33","Morning to Afternoon","10000"
1548,"2015-12-14","Ikoyi","Beef Suya","Beef","3000",3,"08:41:34","Morning to Afternoon","9000"
1549,"2015-12-10","Ibadan","Pepperoni Feast","Salami","4000",1,"08:41:35","Morning to Afternoon","4000"
1550,"2015-12-14","Gbagada","Margarita","Vegetable","4000",3,"08:41:36","Morning to Afternoon","12000"
1551,"2015-12-08","Surulere","Hot Pepperoni Feast","Salami","4000",4,"08:41:37","Morning to Afternoon","16000"
1552,"2015-12-04","Gbagada","BBQ Chicken","Chicken","4000",1,"08:41:38","Morning to Afternoon","4000"
1553,"2015-12-03","Ikoyi","Hot Veggie","Vegetable","4000",1,"08:41:41","Morning to Afternoon","4000"
1554,"2015-12-10","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",2,"08:41:42","Morning to Afternoon","6000"
1555,"2015-12-07","Surulere","Pepperoni Feast","Salami","4000",3,"08:41:46","Morning to Afternoon","12000"
1556,"2015-12-04","Gbagada","Veggie Supreme","Vegetable","3000",2,"08:41:49","Morning to Afternoon","6000"
1557,"2015-12-04","Gbagada","Veggie Supreme","Vegetable","3000",1,"08:41:52","Morning to Afternoon","3000"
1558,"2015-12-05","Ikoyi","Beef Suya","Beef","3000",3,"08:41:53","Morning to Afternoon","9000"
1559,"2015-12-06","Ibadan","Veggie Supreme","Vegetable","3000",5,"08:41:53","Morning to Afternoon","15000"
1560,"2015-12-11","Lekki","Margarita","Vegetable","4000",3,"08:41:55","Morning to Afternoon","12000"
1561,"2015-12-06","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",5,"08:41:57","Morning to Afternoon","15000"
1562,"2015-12-09","Ibadan","Veggie Supreme","Vegetable","3000",4,"08:41:58","Morning to Afternoon","12000"
1563,"2015-12-03","Surulere","Extravaganza","Pepperoni/Beef","2000",5,"08:41:58","Morning to Afternoon","10000"
1564,"2015-12-14","Surulere","Chicken Bali","Chicken","2000",2,"08:42:04","Morning to Afternoon","4000"
1565,"2015-12-08","Ibadan","Margarita","Vegetable","4000",1,"08:42:05","Morning to Afternoon","4000"
1566,"2015-12-05","Surulere","Extravaganza","Pepperoni/Beef","2000",4,"08:42:06","Morning to Afternoon","8000"
1567,"2015-12-08","Ikoyi","Chicken Suya","Chicken","4000",5,"08:42:07","Morning to Afternoon","20000"
1568,"2015-12-12","Surulere","Margarita","Vegetable","4000",3,"08:42:08","Morning to Afternoon","12000"
1569,"2015-12-09","Gbagada","BBQ Chicken","Chicken","4000",1,"08:42:09","Morning to Afternoon","4000"
1570,"2015-12-08","Surulere","Veggie Supreme","Vegetable","3000",3,"08:42:10","Morning to Afternoon","9000"
1571,"2015-12-08","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",3,"08:42:10","Morning to Afternoon","9000"
1572,"2015-12-15","Ibadan","Italiano","Tomato/Cheese","3000",5,"08:42:11","Morning to Afternoon","15000"
1573,"2015-12-04","Gbagada","Chicken Bali","Chicken","2000",3,"08:42:14","Morning to Afternoon","6000"
1574,"2015-12-12","Ibadan","Pepperoni Feast","Salami","4000",3,"08:42:14","Morning to Afternoon","12000"
1575,"2015-12-06","Ikoyi","Pepperoni Feast","Salami","4000",2,"08:42:14","Morning to Afternoon","8000"
1576,"2015-12-12","Surulere","Veggie Supreme","Vegetable","3000",2,"08:42:14","Morning to Afternoon","6000"
1577,"2015-12-11","Ikoyi","Hot Veggie","Vegetable","4000",3,"08:42:17","Morning to Afternoon","12000"
1578,"2015-12-09","Lekki","Meatzaa","Beef","2000",5,"08:42:19","Morning to Afternoon","10000"
1579,"2015-12-14","Gbagada","Chicken Feast","Chicken","2000",1,"08:42:20","Morning to Afternoon","2000"
1580,"2015-12-07","Lekki","Hot Pepperoni Feast","Salami","4000",2,"08:42:21","Morning to Afternoon","8000"
1581,"2015-12-12","Lekki","Hot Pepperoni Feast","Salami","4000",1,"08:42:26","Morning to Afternoon","4000"
1582,"2015-12-04","Lekki","BBQ Philly Steak","Beef","4000",3,"08:42:28","Morning to Afternoon","12000"
1583,"2015-12-10","Gbagada","BBQ Philly Steak","Beef","4000",2,"08:42:28","Morning to Afternoon","8000"
1584,"2015-12-07","Surulere","Meatzaa","Beef","2000",3,"08:42:31","Morning to Afternoon","6000"
1585,"2015-12-05","Surulere","Hot Pepperoni Feast","Salami","4000",1,"08:42:32","Morning to Afternoon","4000"
1586,"2015-12-11","Ibadan","Hot Pepperoni Feast","Salami","4000",3,"08:42:32","Morning to Afternoon","12000"
1587,"2015-12-14","Ikoyi","Meatzaa","Beef","2000",1,"08:42:32","Morning to Afternoon","2000"
1588,"2015-12-15","Lekki","Chicken Legend","Chicken","2000",3,"08:42:34","Morning to Afternoon","6000"
1589,"2015-12-13","Ibadan","Hot Pepperoni Feast","Salami","4000",5,"08:42:36","Morning to Afternoon","20000"
1590,"2015-12-04","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",2,"08:42:36","Morning to Afternoon","6000"
1591,"2015-12-13","Ibadan","Chicken Bali","Chicken","2000",4,"08:42:36","Morning to Afternoon","8000"
1592,"2015-12-03","Ibadan","Beef Suya","Beef","3000",5,"08:42:37","Morning to Afternoon","15000"
1593,"2015-12-13","Gbagada","Hot Veggie","Vegetable","4000",2,"08:42:41","Morning to Afternoon","8000"
1594,"2015-12-10","Ibadan","Margarita","Vegetable","4000",3,"08:42:42","Morning to Afternoon","12000"
1595,"2015-12-13","Ikoyi","Chicken Suya","Chicken","4000",2,"08:42:43","Morning to Afternoon","8000"
1596,"2015-12-09","Lekki","Chicken Feast","Chicken","2000",1,"08:42:45","Morning to Afternoon","2000"
1597,"2015-12-10","Surulere","Chicken Feast","Chicken","2000",5,"08:42:45","Morning to Afternoon","10000"
1598,"2015-12-07","Ibadan","Italiano","Tomato/Cheese","3000",4,"08:42:45","Morning to Afternoon","12000"
1599,"2015-12-12","Gbagada","BBQ Chicken","Chicken","4000",4,"08:42:46","Morning to Afternoon","16000"
1600,"2015-12-09","Surulere","Chicken Legend","Chicken","2000",4,"08:42:47","Morning to Afternoon","8000"
1601,"2015-12-10","Ikoyi","Chicken Bali","Chicken","2000",4,"08:42:48","Morning to Afternoon","8000"
1602,"2015-12-04","Surulere","Margarita","Vegetable","4000",1,"08:42:50","Morning to Afternoon","4000"
1603,"2015-12-03","Ikoyi","BBQ Chicken","Chicken","4000",5,"08:42:52","Morning to Afternoon","20000"
1604,"2015-12-11","Lekki","Meatzaa","Beef","2000",3,"08:42:53","Morning to Afternoon","6000"
1605,"2015-12-14","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",2,"08:42:54","Morning to Afternoon","6000"
1606,"2015-12-03","Lekki","Chicken Legend","Chicken","2000",4,"08:42:54","Morning to Afternoon","8000"
1607,"2015-12-13","Lekki","Meatzaa","Beef","2000",1,"08:42:55","Morning to Afternoon","2000"
1608,"2015-12-08","Ibadan","Chicken Bali","Chicken","2000",1,"08:42:56","Morning to Afternoon","2000"
1609,"2015-12-15","Lekki","Beef Suya","Beef","3000",2,"08:42:59","Morning to Afternoon","6000"
1610,"2015-12-09","Ikoyi","BBQ Chicken","Chicken","4000",2,"08:43:01","Morning to Afternoon","8000"
1611,"2015-12-04","Ibadan","Chicken Legend","Chicken","2000",2,"08:43:01","Morning to Afternoon","4000"
1612,"2015-12-08","Lekki","Pepperoni Feast","Salami","4000",2,"08:43:02","Morning to Afternoon","8000"
1613,"2015-12-07","Surulere","Pepperoni Feast","Salami","4000",5,"08:43:03","Morning to Afternoon","20000"
1614,"2015-12-03","Lekki","Hot Pepperoni Feast","Salami","4000",5,"08:43:04","Morning to Afternoon","20000"
1615,"2015-12-12","Ikoyi","Italiano","Tomato/Cheese","3000",5,"08:43:05","Morning to Afternoon","15000"
1616,"2015-12-09","Lekki","Hot Pepperoni Feast","Salami","4000",2,"08:43:05","Morning to Afternoon","8000"
1617,"2015-12-09","Surulere","Chicken Suya","Chicken","4000",4,"08:43:06","Morning to Afternoon","16000"
1618,"2015-12-14","Ibadan","Pepperoni Feast","Salami","4000",3,"08:43:07","Morning to Afternoon","12000"
1619,"2015-12-03","Lekki","Veggie Supreme","Vegetable","3000",2,"08:43:08","Morning to Afternoon","6000"
1620,"2015-12-07","Surulere","Chicken Bali","Chicken","2000",2,"08:43:09","Morning to Afternoon","4000"
1621,"2015-12-10","Surulere","BBQ Chicken","Chicken","4000",3,"08:43:09","Morning to Afternoon","12000"
1622,"2015-12-08","Ikoyi","Chicken Legend","Chicken","2000",4,"08:43:10","Morning to Afternoon","8000"
1623,"2015-12-15","Gbagada","Pepperoni Feast","Salami","4000",5,"08:43:14","Morning to Afternoon","20000"
1624,"2015-12-08","Ibadan","Chicken Feast","Chicken","2000",4,"08:43:14","Morning to Afternoon","8000"
1625,"2015-12-06","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",3,"08:43:15","Morning to Afternoon","9000"
1626,"2015-12-15","Lekki","Chicken Legend","Chicken","2000",5,"08:43:16","Morning to Afternoon","10000"
1627,"2015-12-03","Ibadan","Chicken Bali","Chicken","2000",5,"08:43:17","Morning to Afternoon","10000"
1628,"2015-12-14","Surulere","Italiano","Tomato/Cheese","3000",2,"08:43:19","Morning to Afternoon","6000"
1629,"2015-12-11","Lekki","Pepperoni Feast","Salami","4000",1,"08:43:19","Morning to Afternoon","4000"
1630,"2015-12-06","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",3,"08:43:21","Morning to Afternoon","9000"
1631,"2015-12-05","Ikoyi","Meatzaa","Beef","2000",2,"08:43:22","Morning to Afternoon","4000"
1632,"2015-12-06","Ikoyi","Beef Suya","Beef","3000",3,"08:43:22","Morning to Afternoon","9000"
1633,"2015-12-03","Gbagada","Hot Pepperoni Feast","Salami","4000",2,"08:43:22","Morning to Afternoon","8000"
1634,"2015-12-09","Lekki","Veggie Supreme","Vegetable","3000",2,"08:43:23","Morning to Afternoon","6000"
1635,"2015-12-07","Ikoyi","Chicken Suya","Chicken","4000",1,"08:43:25","Morning to Afternoon","4000"
1636,"2015-12-14","Ibadan","BBQ Chicken","Chicken","4000",4,"08:43:26","Morning to Afternoon","16000"
1637,"2015-12-06","Surulere","BBQ Chicken","Chicken","4000",3,"08:43:31","Morning to Afternoon","12000"
1638,"2015-12-11","Lekki","Veggie Supreme","Vegetable","3000",4,"08:43:31","Morning to Afternoon","12000"
1639,"2015-12-15","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",2,"08:43:32","Morning to Afternoon","6000"
1640,"2015-12-15","Gbagada","BBQ Philly Steak","Beef","4000",1,"08:43:34","Morning to Afternoon","4000"
1641,"2015-12-13","Ibadan","BBQ Philly Steak","Beef","4000",5,"08:43:34","Morning to Afternoon","20000"
1642,"2015-12-06","Ibadan","Hot Veggie","Vegetable","4000",2,"08:43:35","Morning to Afternoon","8000"
1643,"2015-12-15","Ikoyi","BBQ Chicken","Chicken","4000",3,"08:43:37","Morning to Afternoon","12000"
1644,"2015-12-07","Ikoyi","Chicken Feast","Chicken","2000",4,"08:43:38","Morning to Afternoon","8000"
1645,"2015-12-08","Gbagada","Chicken Legend","Chicken","2000",2,"08:43:39","Morning to Afternoon","4000"
1646,"2015-12-08","Ibadan","Chicken Bali","Chicken","2000",1,"08:43:43","Morning to Afternoon","2000"
1647,"2015-12-06","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",4,"08:43:48","Morning to Afternoon","12000"
1648,"2015-12-06","Lekki","Hot Veggie","Vegetable","4000",2,"08:43:49","Morning to Afternoon","8000"
1649,"2015-12-04","Lekki","Chicken Suya","Chicken","4000",5,"08:43:49","Morning to Afternoon","20000"
1650,"2015-12-07","Ikoyi","Pepperoni Feast","Salami","4000",2,"08:43:50","Morning to Afternoon","8000"
1651,"2015-12-11","Ibadan","Chicken Suya","Chicken","4000",2,"08:43:50","Morning to Afternoon","8000"
1652,"2015-12-04","Lekki","Pepperoni Feast","Salami","4000",4,"08:43:51","Morning to Afternoon","16000"
1653,"2015-12-06","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",2,"08:43:52","Morning to Afternoon","6000"
1654,"2015-12-08","Gbagada","Chicken Feast","Chicken","2000",1,"08:43:54","Morning to Afternoon","2000"
1655,"2015-12-04","Ibadan","Beef Suya","Beef","3000",4,"08:43:55","Morning to Afternoon","12000"
1656,"2015-12-03","Ikoyi","Italiano","Tomato/Cheese","3000",2,"08:43:56","Morning to Afternoon","6000"
1657,"2015-12-06","Gbagada","Chicken Legend","Chicken","2000",3,"08:43:58","Morning to Afternoon","6000"
1658,"2015-12-05","Lekki","Chicken Legend","Chicken","2000",2,"08:43:59","Morning to Afternoon","4000"
